stock,volume
BRCD,86506
AER,40220
RGC,24170
AES,150753
VCIT,13173
AET,114715
SSRI,75560
AEV,2109
ABCZY,697
HERXF,200
OXGN,2224
RGI,597
AEY,1304
TESS,225
IVC,5699
IVE,12426
KGFHY,13
SKBI,110
RGP,9659
BRBW,240
IVH,600
NLST,182
RGR,6332
AFA,6281
AFB,5321
NLSN,88466
RGT,1439
HUSI.PR.Z,87
AFC,500
RGS,4997
TNGS,125
AFG,6682
SBSI,1130
VCLK,17488
IVR,48659
TNGO,8993
TNGN,13500
AFK,3396
AFL,26708
IVV,173342
BABY,3558
AFM,284
BABZ,34
IVW,16091
IVZ,38699
AFQ,281
BABS,540
VDMCY,97
LINTA,29260
ACGBY,144
AFT,256
WWPW,7720
NUGT,842489
RHI,17260
AFW,1238
IWC,4039
IWB,9080
BIRT,973
IWD,22359
AFOP,7824
IWF,83829
VTNC,173928
RHP,5529
DGICA,17
RHS,103
VCLT,60
AGC,15815
IWM,2789599
AGD,18026
IWL,1277
RHT,31039
MACK,84537
IWO,74602
IWN,52623
AGG,62626
IWP,6861
AGI,17554
FMNJ,76517
IWS,11571
IWR,34455
HSTM,70
AGM,1508
IWW,876
AGN,69338
IWV,5769
AGO,102922
IWY,211
BITA,81311
IWX,65
AGQ,158928
IWZ,1341
RIC,11397
RIF,150
AGU,22084
RIG,95882
DGIT,1041
SSTK,1615
INGR,10844
AGX,1646
AFPW,500000
AGZ,1918
PAYX,42781
IXC,6808
KCLI,105
IXG,617
RIO,83244
CLVS,3159
IXJ,1107
GPRC,833
TEVA,235306
VTMB,4091801
SBSA,420
RIT,697
DGII,2451
AHC,329
GPRE,13342
BISN,6491
DXJS,469
IXN,3671
MRCY,978
BRDT,39208
IXP,918
GHDC,222834
AHH,17
BRFS,50988
AHL,11225
RJA,65655
LOCK,34030
AHP,757
REGRF,100000
AHS,5827
RJD,388
BRFH,11000
AHT,8743
LOCM,11862
FRCOF,10
RJF,42276
RJI,925
MZRTF,2000
IYC,2400
IYE,8508
GHDX,728
SBUX,240009
IYG,1615
IYF,13790
RJN,1616
IYH,11213
AIA,2271
CLWT,3333
IYK,2355
AIB,55
IYJ,18179
IYM,29046
RPTP,6751
BREW,3592
AIG,772832
DXKW,1695
FRCOY,1356
RPRX,3664
IYR,456090
RJZ,350
DGLD,4136
IYT,14671
AFSI,57438
IYW,7257
AIN,229
GALXF,588
BRGO,11458750
ININ,1002
IYY,6774
MITD,500
AFSD,700
AIQ,821
VTNR,500
SYCRF,4000
AIR,9492
NATDF,10500
IYZ,17425
AIT,1606
INIS,20900
RKH,300
KTOS,26354
AIV,15438
DXLG,1089
MITL,27988
ITPOF,1229
AIY,1500
AIZ,16229
TNIB,200
DBSDY,18
MITK,15113
SOV.PR.C,4
MITT,5404
RKT,6472
BTSGY,500
TEXC,10000
TECUA,22
AJG,5393
TECUB,5
CPICQ,1400
WDGJF,100
GBGLF,25828
VTRB,205
ITYBY,5235
BTSDF,400
RLD,566
SUHJY,100
BHPBF,207
RLI,1642
TNKY,25
RLH,100
DGLY,313
RLJ,18211
YDIV,50
KEYUF,100
PSAU,1900
ESBF,4
FCREY,23
ESBK,80
MRIB,160497
SSYS,32937
AKG,10803
RLY,117
CDII,1000
KLAC,35541
VRNGW,7150
INKM,7
AKP,4553
MRGE,2439
LODE,7729
PETEF,1178
RMD,29882
AKR,20159
AKS,270875
BZYR,350
BAGR,1011
ALB,5894
RMT,5895
ALD,1390
BAGL,1248
ALE,2857
ELRFF,700
ALG,832
ALJ,41815
ALK,17492
PSCE,698
PSCD,6543
ALL,116544
INNI,2000
RNA,2209
LOGI,27182
YDKN,791
ALR,7224
RNE,300
PSCM,420
RNG,1640
LOGM,1573
ALU,357620
RNF,1593
ALV,11334
LOGL,1100
PSCI,766
PSCH,2142
ALX,340
RPXC,3208
FEEU,1670
PSCU,118
PSCT,1743
LFVN,5243
RNO,2217
RNN,77122
VLDI,120
ALIAF,31560
RNP,7238
RNR,97990
WBRBY,94
AMC,11191
INOD,1101
AMD,500070
NDLS,8260
AME,10301
MAIN,8453
GFSZY,100
INOC,1004
AMG,6153
INOH,1000
AMH,2080
YUME,1999
ZGNX,91049
AMJ,11517
AMP,16340
BRKS,12783
ROC,14001
AMS,200
PBSFF,5
BRKR,24578
AMT,30183
DXPE,1817
AMU,757
ROG,1220
AMX,336251
BIZD,6461
ROL,3150
BRKL,5256
MRIN,1370
ROK,36359
ROM,1311
ROP,11800
VCRA,22573
EBAY,394584
VTSS,5700
SIVBO,500
HESAY,60
CUNB,403
ANF,738152
ROX,3515
ANH,28703
QEDN,46500
LFUS,351
MIXT,5794
VTSI,5000
FEEC,1092
GMXPQ,200
ENGGY,77
ANN,127093
MRLN,3873
PSEC,152930
ANR,328713
PBCT,65104
RPG,7476
ANV,294869
ANW,5300
GYLD,1156
PYMXQ,1000
RPM,21168
PSEM,2445
BRLI,8771
AOA,14891
AOD,90106
RPT,5603
RPV,9958
RPX,512
AOI,7453
BOTRF,7500
AOK,8946
AOL,42405
AOM,3405
INOL,1
AON,36962
AOR,2792
AOS,8932
FEFN,1
WWWW,2867
DGRE,1100
VCSH,32498
CDOC,16216
ESEA,35918
RQI,8247
JAH,32434
PSDV,11645
APA,64066
APB,624
VTUS,1046
APC,123249
APD,23370
PLGTF,2425
APF,2650
CDNS,89514
APH,24883
API,1400
BRMA,5000
VCSY,8404
APL,19216
GMXRQ,1006
INPH,20
APO,16002
APP,66839
RRC,49592
RRD,41886
APT,2462
APU,3015
WZGRF,1000
DVDCY,1000
HINOY,800
KTYB,1
SEARF,11
JBL,183904
DGRW,1272
KLIC,27074
BALT,368140
DPSTF,36
JBT,3689
INSM,1037
KNBWY,930
CMBS,54
LOJN,100
RSE,1206
TXCCQ,14191
XRMB,400
VTWG,3791
RSH,59345
RSG,22680
BANF,8
BANC,1348
IFAS,530
JCE,4991
RSP,38840
SDXAY,368
SVCBY,100
RSO,14303
JCI,267338
RST,1265
ARC,16121
ARE,9743
VTWV,523
RSX,162052
JCP,958126
ARG,13366
ARI,4679
FEIC,4542
ESGR,726
CURE,11159
JCS,644
ARL,220
FISOF,7500
MRNA,57025
ARN,51
VTWO,74999
ARO,174857
DPDW,1
ARP,1092
MBLTY,115
ARR,146613
HTBX,593
INTU,107454
ARU,140
RTI,2839
STBA,983
ARW,21977
RTH,1728
INTT,65
ARX,13113
RTK,22218
ARY,52
CMCO,354
RTM,158
JDD,7780
INTX,921
RTL,634
RTN,46873
AKO.B,107
AKO.A,1200
ASA,9048
CMCI,200
HTCH,418
ASC,1300
LSTMF,13005
STBV,6313216
PBHG,132840
CSIOY,500
ASG,1027
ASH,10486
TWER,24831
NDRO,8443
PSIX,1232
BANX,923
FELE,4340
HTCO,8
ASM,10300
BANR,3154
ASP,144
SCAI,944
LONG,1000
STBZ,911
NURO,6187
ASR,751
STAG,2606
ASX,118197
STAA,4135
JEC,70132
RUK,1700
INSY,9991
IWEB,109400
INSV,10215
MANH,1974
NMBL,58198
OPEN,14380
CUTR,613
SKPO,7550
ATE,200
HTBI,6
ESIO,1009
STAR,10828
HTBK,6
INTC,1676266
MWIPD,16546
ATI,37195
JEQ,100
XAND,5
MANU,3311
ATK,6879
MANT,2133
ATL,2648
CPYYY,6759
BPWRF,20000
PSID,14555
ATO,6909
INTL,893
ATR,7236
STAY,54864
HCCI,2900
ATU,6759
ATV,200
ATW,21717
SCBT,672
ATX,1859
WOOD,1042
FEMS,2200
JFC,400
WOOF,4027
OPHT,1790
RVM,600
DXYN,536
CDTI,2850
TWGP,232745
YUEIF,1000
RVP,18117
GYRO,214686
AUD,200
RVT,11341
YUEIY,95
ESLT,2664
NUVA,3666
JFR,11227
FENG,13015
NMFC,5800
SCCO,212430
INWK,1248
LOPE,19871
AUO,94002
AUQ,226983
VCYT,5
NUTR,3421
BRDCY,31
RWG,100
RWJ,2103
INUV,5153
AUY,577484
HCBK,54553
RWL,901
RWK,44
STCC,600
UIHC,12140
RWM,16629
RWO,660
JGG,9867
RWR,6956
EBIX,3978
AVA,52828
AVB,60804
RWT,23012
IFEU,726
BRSS,1807
STCK,1008
AVD,4981
RWX,29265
INVA,445069
AVG,6686
RWW,21
AVH,10097
NDSN,1838
JGT,9045
INVE,1000
AVK,1450
DPHS,1500
AXAS,31332
AVL,45285
JGV,14237
TFER,39424
OPHC,100
JGW,1611
AVP,94876
PBIO,15225
INVN,296410
AVT,16446
AVV,546
RXI,141
AVX,1430
AVY,10216
AXCG,1607272
EXLLF,200
RXL,2675
ZKBGF,10
MASC,2557
RXN,3830
HTGC,23180
MASI,3384
SKUL,13365
JHI,1238
BASI,3357
AWC,8215
ISVLF,500
TWIN,3
PSMT,1464
AWF,4022
AWH,4319
JHP,2205
AWI,10978
APLVF,1200
ESNT,2169
TNXP,3852
AWK,14942
XRTX,7391
CMGE,34756
AWP,64493
JHX,2
AWR,1581
JSGRY,6
RYF,2730
BRTE,700
LORL,1590
RYE,1487
HTGY,75
RYH,71
IFGL,1839
MARA,160
RYJ,1157
AXDI,24
XRSC,1000
ETHOF,1000
RYL,29731
HKTV,3410
RYN,18986
PSLV,77885
FENY,11908
RYT,2229
INXB,9700
OGXI,2039
MARK,1145
AXE,4890
RYU,142
STEM,12217
GYST,1694714
STEV,13000
AXL,21370
SKTO,831000
AXN,500
RZA,524
STFC,13
INXN,3701
AXP,248057
PSMI,4254
MRTN,355
AXR,96900
AXS,10781
RZG,315
AXU,51826
JJC,1778
CDXS,1700
AGCZ,752550
RVREF,10000
OPLK,1817
JJG,350
RYUN,900
ESPH,26241
PSON,4900
ESPI,50
FNCB,900
AGCO,42962
RZV,2549
ESPR,5193
JJP,46
FNCL,14471
AYI,2017
JJS,200
LGCY,2568
CDXC,47431
JJT,150
AXDX,1653
AF.PR.C,703
AOSL,2420
CNBKA,187
AYR,22603
AHMIQ,8550
SCE.PR.G,401
SCE.PR.F,3057
JKD,1579
FVRD,2000
ELS.PR.C,199
JKF,1
EBMT,125
FVRG,250
SINGF,373
JKE,100
JKH,204
JKG,35
JKJ,988
HMRTY,204
JKI,1522
SBRCY,211
JKL,4086
IFIT,100
AZC,600
JKK,401
MATH,1875
RSHYY,30000
MATL,40
MATR,200
JKS,108641
EBND,17360
QEPM,400
MATW,5605
AZN,141943
MRVC,261
AZO,4247
HTHT,5917
NMIH,1699
MATX,1318
FOLGF,12250
JLA,1413
MRVL,292822
AXGN,47146
PBPB,5700
AZZ,1194
SCHZ,3646
SKYC,100
SCHX,25395
RBGLY,24957
JLL,1943
SCIF,4424
CMPGY,224
BRXX,10830
SAFRY,153
JLS,2305
SKYW,8560
ESRT,29979
AGEN,14343
SCIN,2642
ESRX,272620
LNVGY,2922
FMER.PR.A,312
SCIL,8900
ESSA,174
DYAI,1315
SKYY,3435
VLRS,3910
JMF,3283
BRZG,269399
BAXS,12417
FNDA,5448
LNEGY,4791
FNDB,4047
JMI,14961
FNDC,4752
SCHF,48901
SCHG,13447
FNDE,14280
SCHD,39784
FNDF,4176
AXHE,100
SCHE,46151
JMP,14
SCHB,43137
SCHC,14260
STIP,163
CMLS,54693
SCHA,32720
JMT,1958
SCHN,4213
SCHO,10355
CMLP,10287
SCHL,1459
SCHM,22380
ESVIF,20
SCHH,4315
SCHV,7801
SCHW,117926
LXFT,1264
FNDX,1086
SCHR,6772
TWMC,330
SCHP,2594
WFEMF,2500
HCKT,126
JNK,183309
JNJ,408322
BAYP,100000
JRCC,20966
EBSB,20
AXID,2
VLTC,40
JNS,21680
URBN,188942
FNGN,1812
BRZV,10000
JNY,55447
BRZU,4498
JABA,9000
PSTB,115
MARPS,2955
DPSGY,1250
PSTI,35185
IFON,11505
HCLP,7699
JOF,1810
JOE,10054
MAXE,10000
MAXD,85290
STKL,7204
ESSI,10100
HTLD,33207
RHHVF,7
HTLF,892
AXJL,1216
FNFG,62328
DYAX,3980
BGE.PR.B,100
YMLP,4395
SAA,25
IFNA,1300
ESSX,567
JOY,300540
TWOK,1680
YMLI,100
SAH,3955
JPC,30282
AXIT,2
SAM,2307
STLD,71218
JPG,480
SAN,758202
CMPD,4000
JPI,2903
SAP,79528
WOPEY,375
HMRZF,1250
STNR,1016
SAR,590
JPM,1164975
TELNY,2080
JACQ,7800
JPP,150
JPS,31281
VWDRY,29701
ZYCI,50
JPW,1700
AGIO,4298
UACL,324
ANFGY,40
SCMR,1342
JPZ,8523
AGIN,2258
SCMP,2402
SCUEF,100
SBH,161495
AGII,560
UREE,1300
SBI,815
NVAX,158158
JQC,87739
SBR,1665
PSTX,129794
STMP,2187
BAA,31032
FNHC,3370
BAB,26786
BEE.PR.C,1
PSTR,152
BAC,10812619
SBS,88692
BEE.PR.A,1180
TELOZ,21
STML,1484
BAF,1720
CVBF,1008
SBW,4823
AXLL,16215
BAH,10606
SBY,4574
EBTC,1619
BAK,17074
BAL,102
VLUE,123
BAM,12681
PBSK,5100
PBSV,500
BAP,5921
SCC,9
OGXPY,63662
BAS,15567
SCLN,2891
SCD,1083
SCG,73332
WOPEF,1340
SCI,29188
EAIAF,9500
LGIH,53
PSUN,9372
BAX,81395
SCJ,1374
DHCC,200
SCM,133
STNG,20900
SCL,4895
JACK,14344
SCO,183391
